Mat 1:1  βίβλος@nnfsc γένεσις@ngfsc Ἰησοῦς@ngmsp Χριστός@ngmsp υἱός@ngmsc Δαυίδ@ngmsp υἱός@ngmsc Ἀβραάμ@ngmsp 
Mar 14:18  καί@cc ἀνάκειμαι@vppmgmp αὐτός@rpgmp καί@cc ἐσθίω@vppagmp ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs εἷς@acnmsn ἐκ@pg σύ@rpg-p παραδίδωμι@vifa3s ἐγώ@rpa-s ὁ@dnms ἐσθίω@vppanms μετά@pg ἐγώ@rpg-s 
Mar 14:19  ἄρχω@viam3p λυπέω@vnpp καί@cc λέγω@vnpa αὐτός@rpdms εἷς@acnmsn κατά@pa εἷς@acnmsn μήτι@x ἐγώ@rpn-s 
Mar 14:20  ὁ@dnms δέ@cc λέγω@viaa3s αὐτός@rpdmp εἷς@acnmsn ὁ@dgmp δώδεκα@ac---n ὁ@dnms ἐμβάπτω@vppmnms μετά@pg ἐγώ@rpg-s εἰς@pa ὁ@dans τρύβλιον@nansc 
Mar 14:21  ὅτι@cs ὁ@dnms μέν@x υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc ὑπάγω@vipa3s καθώς@cs γράφω@vixp3s περί@pg αὐτός@rpgms οὐαί@i δέ@cc ὁ@ddms ἄνθρωπος@ndmsc ἐκεῖνος@rddms διά@pg ὅς@rrgms ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc παραδίδωμι@vipp3s καλός@annnsn αὐτός@rpdms εἰ@cs οὐ@b γεννάω@viap3s ὁ@dnms ἄνθρωπος@nnmsc ἐκεῖνος@rdnms 
Mar 14:22  καί@cc ἐσθίω@vppagmp αὐτός@rpgmp λαμβάνω@vpaanms ἄρτος@namsc εὐλογέω@vpaanms κλάω@viaa3s καί@cc δίδωμι@viaa3s αὐτός@rpdmp καί@cc λέγω@viaa3s λαμβάνω@vdaa2p οὗτος@rdnns εἰμί@vipa3s ὁ@dnns σῶμα@nnnsc ἐγώ@rpg-s 
Mar 14:23  καί@cc λαμβάνω@vpaanms ποτήριον@nansc εὐχαριστέω@vpaanms δίδωμι@viaa3s αὐτός@rpdmp καί@cc πίνω@viaa3p ἐκ@pg αὐτός@rpgns πᾶς@ainmpn 
Mar 14:24  καί@cc λέγω@viaa3s αὐτός@rpdmp οὗτος@rdnns εἰμί@vipa3s ὁ@dnns αἷμα@nnnsc ἐγώ@rpg-s ὁ@dgfs διαθήκη@ngfsc ὁ@dnns ἐκχέω@vpppnns ὑπέρ@pg πολύς@angmpn 
Mar 14:25  ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs οὐκέτι@b οὐ@b μή@x πίνω@vsaa1s ἐκ@pg ὁ@dgns γένημα@ngnsc ὁ@dgfs ἄμπελος@ngfsc ἕως@pg ὁ@dgfs ἡμέρα@ngfsc ἐκεῖνος@rdgfs ὅταν@cs αὐτός@rpans πίνω@vspa1s καινός@anansn ἐν@pd ὁ@ddfs βασιλεία@ndfsc ὁ@dgms θεός@ngmsc 
Mar 14:26  καί@cc ὑμνέω@vpaanmp ἐξέρχομαι@viaa3p εἰς@pa ὁ@dans ὄρος@nansc ὁ@dgfp ἐλαία@ngfpc 
Mar 14:27  καί@cc λέγω@vipa3s αὐτός@rpdmp ὁ@dnms Ἰησοῦς@nnmsp ὅτι@cs πᾶς@ainmpn σκανδαλίζω@vifp2p ὅτι@cs γράφω@vixp3s πατάσσω@vifa1s ὁ@dams ποιμήν@namsc καί@cc ὁ@dnnp πρόβατον@nnnpc διασκορπίζω@vifp3p 
Mar 14:28  ἀλλά@cc μετά@pa ὁ@dans ἐγείρω@vnap ἐγώ@rpa-s προάγω@vifa1s σύ@rpa-p εἰς@pa ὁ@dafs Γαλιλαία@nafsp 
Mar 14:29  ὁ@dnms δέ@cc Πέτρος@nnmsp φημί@viaa3s/viia3s αὐτός@rpdms εἰ@cs καί@b πᾶς@ainmpn σκανδαλίζω@vifp3p ἀλλά@cc οὐ@b ἐγώ@rpn-s 
Mar 14:30  καί@cc λέγω@vipa3s αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp ἀμήν@t λέγω@vipa1s σύ@rpd-s ὅτι@cs σύ@rpn-s σήμερον@b οὗτος@rddfs ὁ@ddfs νύξ@ndfsc πρίν@cs ἤ@cc δίς@b ἀλέκτωρ@namsc φωνέω@vnaa τρίς@b ἐγώ@rpa-s ἀπαρνέομαι@vifm2s 
Mar 14:31  ὁ@dnms δέ@cc ἐκπερισσῶς@b λαλέω@viia3s ἐάν@cs δεῖ@vspa3s ἐγώ@rpa-s συναποθνῄσκω@vnaa σύ@rpd-s οὐ@b μή@x σύ@rpa-s ἀπαρνέομαι@vifm1s ὡσαύτως@b δέ@cc καί@b πᾶς@ainmpn λέγω@viia3p 
Mar 14:32  καί@cc ἔρχομαι@vipm3p εἰς@pa χωρίον@nansc ὅς@rrgns ὁ@dnns ὄνομα@nnnsc Γεθσημανί@nnnsp καί@cc λέγω@vipa3s ὁ@ddmp μαθητής@ndmpc αὐτός@rpgms καθίζω@vdaa2p ὧδε@b ἕως@cs προσεύχομαι@vsam1s 
Mar 14:33  καί@cc παραλαμβάνω@vipa3s ὁ@dams Πέτρος@namsp καί@cc ὁ@dams Ἰάκωβος@namsp καί@cc ὁ@dams Ἰωάννης@namsp μετά@pg αὐτός@rpgms καί@cc ἄρχω@viam3s ἐκθαμβέω@vnpp καί@cc ἀδημονέω@vnpa 
Mar 14:34  καί@cc λέγω@vipa3s αὐτός@rpdmp περίλυπος@annfsn εἰμί@vipa3s ὁ@dnfs ψυχή@nnfsc ἐγώ@rpg-s ἕως@pg θάνατος@ngmsc μένω@vdaa2p ὧδε@b καί@cc γρηγορέω@vdpa2p 
Mar 14:35  καί@cc προέρχομαι@vpaanms μικρός@anansn πίπτω@viia3s ἐπί@pg ὁ@dgfs γῆ@ngfsc καί@cc προσεύχομαι@viim3s ἵνα@cs εἰ@cs δυνατός@annnsn εἰμί@vipa3s παρέρχομαι@vsaa3s ἀπό@pg αὐτός@rpgms ὁ@dnfs ὥρα@nnfsc 
Mar 14:36  καί@cc λέγω@viia3s ἀββά@nvmsc ὁ@dnms πατήρ@nnmsc πᾶς@ainnpn δυνατός@annnpn σύ@rpd-s παραφέρω@vdaa2s ὁ@dans ποτήριον@nansc οὗτος@rdans ἀπό@pg ἐγώ@rpg-s ἀλλά@cc οὐ@b τίς@rqans ἐγώ@rpn-s θέλω@vipa1s ἀλλά@cc τίς@rqans σύ@rpn-s 
Mar 14:37  καί@cc ἔρχομαι@vipm3s καί@cc εὑρίσκω@vipa3s αὐτός@rpamp καθεύδω@vppaamp καί@cc λέγω@vipa3s ὁ@ddms Πέτρος@ndmsp Σίμων@nvmsp καθεύδω@vipa2s οὐ@b ἰσχύω@viaa2s εἷς@acafsn ὥρα@nafsc γρηγορέω@vnaa 
Mar 14:38  γρηγορέω@vdpa2p καί@cc προσεύχομαι@vdpm2p ἵνα@cs μή@x ἔρχομαι@vsaa2p εἰς@pa πειρασμός@namsc ὁ@dnns μέν@x πνεῦμα@nnnsc πρόθυμος@annnsn ὁ@dnfs δέ@cc σάρξ@nnfsc ἀσθενής@annfsn 
Mar 14:39  καί@cc πάλιν@b ἀπέρχομαι@vpaanms προσεύχομαι@viam3s ὁ@dams αὐτός@atamsn λόγος@namsc λέγω@vpaanms 
Mar 14:40  καί@cc πάλιν@b ἔρχομαι@vpaanms εὑρίσκω@viaa3s αὐτός@rpamp καθεύδω@vppaamp εἰμί@viia3p γάρ@cc αὐτός@rpgmp ὁ@dnmp ὀφθαλμός@nnmpc καταβαρύνω@vpppnmp καί@cc οὐ@b οἶδα@viya3p τίς@rqans ἀποκρίνομαι@vsap3p αὐτός@rpdms 
Mar 14:41  καί@cc ἔρχομαι@vipm3s ὁ@dans τρίτος@aoansn καί@cc λέγω@vipa3s αὐτός@rpdmp καθεύδω@vdpa2p ὁ@dans λοιπός@anansn καί@cc ἀναπαύω@vdpm2p ἀπέχω@vipa3s ἔρχομαι@viaa3s ὁ@dnfs ὥρα@nnfsc ἰδού@i παραδίδωμι@vipp3s ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc εἰς@pa ὁ@dafp χείρ@nafpc ὁ@dgmp ἁμαρτωλός@angmpn 
Mar 14:42  ἐγείρω@vdpp2p ἄγω@vspa1p ἰδού@i ὁ@dnms παραδίδωμι@vppanms ἐγώ@rpa-s ἐγγίζω@vixa3s 
Mar 14:43  καί@cc εὐθύς@b ἔτι@b αὐτός@rpgms λαλέω@vppagms παραγίνομαι@vipm3s Ἰούδας@nnmsp εἷς@acnmsn ὁ@dgmp δώδεκα@ac---n καί@cc μετά@pg αὐτός@rpgms ὄχλος@nnmsc μετά@pg μάχαιρα@ngfpc καί@cc ξύλον@ngnpc παρά@pg ὁ@dgmp ἀρχιερεύς@ngmpc καί@cc ὁ@dgmp γραμματεύς@ngmpc καί@cc ὁ@dgmp πρεσβύτερος@angmpc 
Mar 14:44  δίδωμι@viya3s δέ@cc ὁ@dnms παραδίδωμι@vppanms αὐτός@rpams σύσσημον@nansc αὐτός@rpdmp λέγω@vppanms ὅς@rrams ἄν@x φιλέω@vsaa1s αὐτός@rtnms εἰμί@vipa3s κρατέω@vdaa2p αὐτός@rpams καί@cc ἀπάγω@vdpa2p ἀσφαλῶς@b 
Mar 14:45  καί@cc ἔρχομαι@vpaanms εὐθύς@b προσέρχομαι@vpaanms αὐτός@rpdms λέγω@vipa3s ῥαββί@nvmsc καί@cc καταφιλέω@viaa3s αὐτός@rpams 
Mar 14:46  ὁ@dnmp δέ@cc ἐπιβάλλω@viaa3p ὁ@dafp χείρ@nafpc αὐτός@rpdms καί@cc κρατέω@viaa3p αὐτός@rpams 
Mar 14:47  εἷς@acnmsn δέ@cc τὶς@ainmsn ὁ@dgmp παρίστημι@vpxagmp σπάω@vpamnms ὁ@dafs μάχαιρα@nafsc παίω@viaa3s ὁ@dams δοῦλος@namsc ὁ@dgms ἀρχιερεύς@ngmsc καί@cc ἀφαιρέω@viaa3s αὐτός@rpgms ὁ@dans ὠτάριον@nansc 
Mar 14:48  καί@cc ἀποκρίνομαι@vpapnms ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s αὐτός@rpdmp ὡς@cs ἐπί@pa λῃστής@namsc ἐξέρχομαι@viaa2p μετά@pg μάχαιρα@ngfpc καί@cc ξύλον@ngnpc συλλαμβάνω@vnaa ἐγώ@rpa-s 
Mar 14:49  κατά@pa ἡμέρα@nafsc εἰμί@viim1s πρός@pa σύ@rpa-p ἐν@pd ὁ@ddns ἱερόν@ndnsc διδάσκω@vppanms καί@cc οὐ@b κρατέω@viaa2p ἐγώ@rpa-s ἀλλά@cc ἵνα@cs πληρόω@vsap3p ὁ@dnfp γραφή@nnfpc 
Mar 14:50  καί@cc ἀφίημι@vpaanmp αὐτός@rpams φεύγω@viaa3p πᾶς@ainmpn 
Mar 14:51  καί@cc νεανίσκος@nnmsc τὶς@ainmsn συνακολουθέω@viia3s αὐτός@rpdms περιβάλλω@vpxpnms σινδών@nafsc ἐπί@pg γυμνός@angnsn καί@cc κρατέω@vipa3p αὐτός@rpams 
Mar 14:52  ὁ@dnms δέ@cc καταλείπω@vpaanms ὁ@dafs σινδών@nafsc γυμνός@annmsn φεύγω@viaa3s 
Mar 14:53  καί@cc ἀπάγω@viaa3p ὁ@dams Ἰησοῦς@namsp πρός@pa ὁ@dams ἀρχιερεύς@namsc καί@cc συνέρχομαι@vipm3p πᾶς@ainmpn ὁ@dnmp ἀρχιερεύς@nnmpc καί@cc ὁ@dnmp πρεσβύτερος@annmpc καί@cc ὁ@dnmp γραμματεύς@nnmpc 
Mar 14:54  καί@cc ὁ@dnms Πέτρος@nnmsp ἀπό@pg μακρόθεν@b ἀκολουθέω@viaa3s αὐτός@rpdms ἕως@pg ἔσω@b εἰς@pa ὁ@dafs αὐλή@nafsc ὁ@dgms ἀρχιερεύς@ngmsc καί@cc εἰμί@viia3s συγκάθημαι@vppmnms μετά@pg ὁ@dgmp ὑπηρέτης@ngmpc καί@cc θερμαίνω@vppmnms πρός@pa ὁ@dans φῶς@nansc 
Mar 14:55  ὁ@dnmp δέ@cc ἀρχιερεύς@nnmpc καί@cc ὅλος@annnsn ὁ@dnns συνέδριον@nnnsc ζητέω@viia3p κατά@pg ὁ@dgms Ἰησοῦς@ngmsp μαρτυρία@nafsc εἰς@pa ὁ@dans θανατόω@vnaa αὐτός@rpams καί@cc οὐ@b εὑρίσκω@viia3p 
Mar 14:56  πολύς@annmpn γάρ@cc ψευδομαρτυρέω@viia3p κατά@pg αὐτός@rpgms καί@cc ἴσος@annfpn ὁ@dnfp μαρτυρία@nnfpc οὐ@b εἰμί@viia3p 
Mar 14:57  καί@cc τὶς@rinmp ἀνίστημι@vpaanmp ψευδομαρτυρέω@viia3p κατά@pg αὐτός@rpgms λέγω@vppanmp 
Mar 14:58  ὅτι@cs ἐγώ@rpn-p ἀκούω@viaa1p αὐτός@rpgms λέγω@vppagms ὅτι@cs ἐγώ@rpn-s καταλύω@vifa1s ὁ@dams ναός@namsc οὗτος@rdams ὁ@dams χειροποίητος@anamsn καί@cc διά@pg τρεῖς@acgfpn ἡμέρα@ngfpc ἄλλος@aiamsn ἀχειροποίητος@anamsn οἰκοδομέω@vifa1s 
Mar 14:59  καί@cc οὐδέ@b οὕτως@b ἴσος@annfsn εἰμί@viia3s ὁ@dnfs μαρτυρία@nnfsc αὐτός@rpgmp 
Mar 14:60  καί@cc ἀνίστημι@vpaanms ὁ@dnms ἀρχιερεύς@nnmsc εἰς@pa μέσος@anansn ἐπερωτάω@viaa3s ὁ@dams Ἰησοῦς@namsp λέγω@vppanms οὐ@b ἀποκρίνομαι@vipm2s οὐδείς@rians τίς@rqans οὗτος@rdnmp σύ@rpg-s καταμαρτυρέω@vipa3p 
Mar 14:61  ὁ@dnms δέ@cc σιωπάω@viia3s καί@cc οὐ@b ἀποκρίνομαι@viam3s οὐδείς@rians πάλιν@b ὁ@dnms ἀρχιερεύς@nnmsc ἐπερωτάω@viia3s αὐτός@rpams καί@cc λέγω@vipa3s αὐτός@rpdms σύ@rpn-s εἰμί@vipa2s ὁ@dnms Χριστός@nnmsp ὁ@dnms υἱός@nnmsc ὁ@dgms εὐλογητός@angmsn 
Mar 14:62  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp λέγω@viaa3s ἐγώ@rpn-s εἰμί@vipa1s καί@cc ὁράω@vifm2p ὁ@dams υἱός@namsc ὁ@dgms ἄνθρωπος@ngmsc ἐκ@pg δεξιός@angnpn κάθημαι@vppmams ὁ@dgfs δύναμις@ngfsc καί@cc ἔρχομαι@vppmams μετά@pg ὁ@dgfp νεφέλη@ngfpc ὁ@dgms οὐρανός@ngmsc 
Mar 14:63  ὁ@dnms δέ@cc ἀρχιερεύς@nnmsc διαρρήγνυμι@vpaanms ὁ@damp χιτών@nampc αὐτός@rpgms λέγω@vipa3s τίς@rqans ἔτι@b χρεία@nafsc ἔχω@vipa1p μάρτυς@ngmpc 
Mar 14:64  ἀκούω@viaa2p ὁ@dgfs βλασφημία@ngfsc τίς@rqnns σύ@rpd-p φαίνω@vipp3s ὁ@dnmp δέ@cc πᾶς@ainmpn κατακρίνω@viaa3p αὐτός@rpams ἔνοχος@anamsn εἰμί@vnpa θάνατος@ngmsc 
Mar 14:65  καί@cc ἄρχω@viam3p τὶς@rinmp ἐμπτύω@vnpa αὐτός@rpdms καί@cc περικαλύπτω@vnpa αὐτός@rpgms ὁ@dans πρόσωπον@nansc καί@cc κολαφίζω@vnpa αὐτός@rpams καί@cc λέγω@vnpa αὐτός@rpdms προφητεύω@vdaa2s καί@cc ὁ@dnmp ὑπηρέτης@nnmpc ῥάπισμα@ndnpc αὐτός@rpams λαμβάνω@viaa3p 
Mar 14:66  καί@cc εἰμί@vppagms ὁ@dgms Πέτρος@ngmsp κάτω@b ἐν@pd ὁ@ddfs αὐλή@ndfsc ἔρχομαι@vipm3s εἷς@acnfsn ὁ@dgfp παιδίσκη@ngfpc ὁ@dgms ἀρχιερεύς@ngmsc 
Mar 14:67  καί@cc ὁράω@vpaanfs ὁ@dams Πέτρος@namsp θερμαίνω@vppmams ἐμβλέπω@vpaanfs αὐτός@rpdms λέγω@vipa3s καί@b σύ@rpn-s μετά@pg ὁ@dgms Ναζαρηνός@angmsn εἰμί@viia2s ὁ@dgms Ἰησοῦς@ngmsp 
Mar 14:68  ὁ@dnms δέ@cc ἀρνέομαι@viam3s λέγω@vppanms οὔτε@cc οἶδα@vixa1s οὔτε@cc ἐπίσταμαι@vipm1s σύ@rpn-s τίς@rqans λέγω@vipa2s καί@cc ἐξέρχομαι@viaa3s ἔξω@b εἰς@pa ὁ@dans προαύλιον@nansc καί@cc ἀλέκτωρ@nnmsc φωνέω@viaa3s 
Mar 14:69  καί@cc ὁ@dnfs παιδίσκη@nnfsc ὁράω@vpaanfs αὐτός@rpams ἄρχω@viam3s πάλιν@b λέγω@vnpa ὁ@ddmp παρίστημι@vpxadmp ὅτι@cs οὗτος@rdnms ἐκ@pg αὐτός@rpgmp εἰμί@vipa3s 
Mar 14:70  ὁ@dnms δέ@cc πάλιν@b ἀρνέομαι@viim3s καί@cc μετά@pa μικρός@anansn πάλιν@b ὁ@dnmp παρίστημι@vpxanmp λέγω@viia3p ὁ@ddms Πέτρος@ndmsp ἀληθῶς@b ἐκ@pg αὐτός@rpgmp εἰμί@vipa2s καί@b γάρ@cc Γαλιλαῖος@annmsn εἰμί@vipa2s 
Mar 14:71  ὁ@dnms δέ@cc ἄρχω@viam3s ἀναθεματίζω@vnpa καί@cc ὄμνυμι@vnpa ὅτι@cs οὐ@b οἶδα@vixa1s ὁ@dams ἄνθρωπος@namsc οὗτος@rdams ὅς@rrams λέγω@vipa2p 
Mar 14:72  καί@cc εὐθύς@b ἐκ@pg δεύτερος@aognsn ἀλέκτωρ@nnmsc φωνέω@viaa3s καί@cc ἀναμιμνῄσκω@viap3s ὁ@dnms Πέτρος@nnmsp ὁ@dans ῥῆμα@nansc ὡς@cs λέγω@viaa3s αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp ὅτι@cs πρίν@cs ἀλέκτωρ@namsc φωνέω@vnaa δίς@b τρίς@b ἐγώ@rpa-s ἀπαρνέομαι@vifm2s καί@cc ἐπιβάλλω@vpaanms κλαίω@viia3s 
Mar 15:1  καί@cc εὐθύς@b πρωΐ@b συμβούλιον@nansc ποιέω@vpaanmp ὁ@dnmp ἀρχιερεύς@nnmpc μετά@pg ὁ@dgmp πρεσβύτερος@angmpc καί@cc γραμματεύς@ngmpc καί@cc ὅλος@annnsn ὁ@dnns συνέδριον@nnnsc δέω@vpaanmp ὁ@dams Ἰησοῦς@namsp ἀποφέρω@viaa3p καί@cc παραδίδωμι@viaa3p Πιλᾶτος@ndmsp 
Mar 15:2  καί@cc ἐπερωτάω@viaa3s αὐτός@rpams ὁ@dnms Πιλᾶτος@nnmsp σύ@rpn-s εἰμί@vipa2s ὁ@dnms βασιλεύς@nnmsc ὁ@dgmp Ἰουδαῖος@angmpn ὁ@dnms δέ@cc ἀποκρίνομαι@vpapnms αὐτός@rpdms λέγω@vipa3s σύ@rpn-s λέγω@vipa2s 
Mar 15:3  καί@cc κατηγορέω@viia3p αὐτός@rpgms ὁ@dnmp ἀρχιερεύς@nnmpc πολύς@ananpn 
Mar 15:4  ὁ@dnms δέ@cc Πιλᾶτος@nnmsp πάλιν@b ἐπερωτάω@viia3s αὐτός@rpams λέγω@vppanms οὐ@b ἀποκρίνομαι@vipm2s οὐδείς@rians ὁράω@vdaa2s πόσος@aqanpn σύ@rpg-s κατηγορέω@vipa3p 
Mar 15:5  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp οὐκέτι@b οὐδείς@rians ἀποκρίνομαι@viap3s ὥστε@cs θαυμάζω@vnpa ὁ@dams Πιλᾶτος@namsp 
Mar 15:6  κατά@pa δέ@cc ἑορτή@nafsc ἀπολύω@viia3s αὐτός@rpdmp εἷς@acamsn δέσμιος@anamsn ὅς@rrams παραιτέομαι@viim3p 
Mar 15:7  εἰμί@viia3s δέ@cc ὁ@dnms λέγω@vpppnms Βαραββᾶς@nnmsp μετά@pg ὁ@dgmp στασιαστής@ngmpc δέω@vpxpnms ὅστις@rrnmp ἐν@pd ὁ@ddfs στάσις@ndfsc φόνος@namsc ποιέω@viya3p 
Mar 15:8  καί@cc ἀναβαίνω@vpaanms ὁ@dnms ὄχλος@nnmsc ἄρχω@viam3s αἰτέω@vnpm καθώς@cs ποιέω@viia3s αὐτός@rpdmp 
Mar 15:9  ὁ@dnms δέ@cc Πιλᾶτος@nnmsp ἀποκρίνομαι@viap3s αὐτός@rpdmp λέγω@vppanms θέλω@vipa2p ἀπολύω@vsaa1s σύ@rpd-p ὁ@dams βασιλεύς@namsc ὁ@dgmp Ἰουδαῖος@angmpn 
Mar 15:10  γινώσκω@viia3s γάρ@cc ὅτι@cs διά@pa φθόνος@namsc παραδίδωμι@viya3p αὐτός@rpams ὁ@dnmp ἀρχιερεύς@nnmpc 
Mar 15:11  ὁ@dnmp δέ@cc ἀρχιερεύς@nnmpc ἀνασείω@viaa3p ὁ@dams ὄχλος@namsc ἵνα@cs μᾶλλον@b ὁ@dams Βαραββᾶς@namsp ἀπολύω@vsaa3s αὐτός@rpdmp 
Mar 15:12  ὁ@dnms δέ@cc Πιλᾶτος@nnmsp πάλιν@b ἀποκρίνομαι@vpapnms λέγω@viia3s αὐτός@rpdmp τίς@rqans οὖν@cc θέλω@vipa2p ποιέω@vsaa1s ὅς@rrams λέγω@vipa2p ὁ@dams βασιλεύς@namsc ὁ@dgmp Ἰουδαῖος@angmpn 
Mar 15:13  ὁ@dnmp δέ@cc πάλιν@b κράζω@viaa3p σταυρόω@vdaa2s αὐτός@rpams 
Mar 15:14  ὁ@dnms δέ@cc Πιλᾶτος@nnmsp λέγω@viia3s αὐτός@rpdmp τίς@rqans γάρ@cc ποιέω@viaa3s κακός@anansn ὁ@dnmp δέ@cc περισσῶς@b κράζω@viaa3p σταυρόω@vdaa2s αὐτός@rpams 
Mar 15:15  ὁ@dnms δέ@cc Πιλᾶτος@nnmsp βούλομαι@vppmnms ὁ@ddms ὄχλος@ndmsc ὁ@dans ἱκανός@anansn ποιέω@vnaa ἀπολύω@viaa3s αὐτός@rpdmp ὁ@dams Βαραββᾶς@namsp καί@cc παραδίδωμι@viaa3s ὁ@dams Ἰησοῦς@namsp φραγελλόω@vpaanms ἵνα@cs σταυρόω@vsap3s 
Mar 15:16  ὁ@dnmp δέ@cc στρατιώτης@nnmpc ἀπάγω@viaa3p αὐτός@rpams ἔσω@pg ὁ@dgfs αὐλή@ngfsc ὅς@rrnns εἰμί@vipa3s πραιτώριον@nnnsc καί@cc συγκαλέω@vipa3p ὅλος@anafsn ὁ@dafs σπεῖρα@nafsc 
Mar 15:17  καί@cc ἐνδιδύσκω@vipa3p αὐτός@rpams πορφύρα@nafsc καί@cc περιτίθημι@vipa3p αὐτός@rpdms πλέκω@vpaanmp ἀκάνθινος@anamsn στέφανος@namsc 
Mar 15:18  καί@cc ἄρχω@viam3p ἀσπάζομαι@vnpm αὐτός@rpams χαίρω@vdpa2s βασιλεύς@nvmsc ὁ@dgmp Ἰουδαῖος@angmpn 
Mar 15:19  καί@cc τύπτω@viia3p αὐτός@rpgms ὁ@dafs κεφαλή@nafsc κάλαμος@ndmsc καί@cc ἐμπτύω@viia3p αὐτός@rpdms καί@cc τίθημι@vppanmp ὁ@danp γόνυ@nanpc προσκυνέω@viia3p αὐτός@rpdms 
Mar 15:20  καί@cc ὅτε@cs ἐμπαίζω@viaa3p αὐτός@rpdms ἐκδύω@viaa3p αὐτός@rpams ὁ@dafs πορφύρα@nafsc καί@cc ἐνδύω@viaa3p αὐτός@rpams ὁ@danp ἱμάτιον@nanpc αὐτός@rpgms καί@cc ἐξάγω@vipa3p αὐτός@rpams ἵνα@cs σταυρόω@vsaa3p αὐτός@rpams 
Mar 15:21  καί@cc ἀγγαρεύω@vipa3p παράγω@vppaams τὶς@aiamsn Σίμων@namsp Κυρηναῖος@namsp ἔρχομαι@vppmams ἀπό@pg ἀγρός@ngmsc ὁ@dams πατήρ@namsc Ἀλέξανδρος@ngmsp καί@cc Ῥοῦφος@ngmsp ἵνα@cs αἴρω@vsaa3s ὁ@dams σταυρός@namsc αὐτός@rpgms 
Mar 15:22  καί@cc φέρω@vipa3p αὐτός@rpams ἐπί@pa ὁ@dams Γολγοθᾶ@nafsp τόπος@namsc ὅς@rrnns εἰμί@vipa3s μεθερμηνεύω@vpppnns κρανίον@ngnsc τόπος@nnmsc 
Mar 15:23  καί@cc δίδωμι@viia3p αὐτός@rpdms σμυρνίζω@vpxpams οἶνος@namsc ὅς@rrnms δέ@cc οὐ@b λαμβάνω@viaa3s 
Mar 15:24  καί@cc σταυρόω@vipa3p αὐτός@rpams καί@cc διαμερίζω@vipm3p ὁ@danp ἱμάτιον@nanpc αὐτός@rpgms βάλλω@vppanmp κλῆρος@namsc ἐπί@pa αὐτός@rpanp τίς@rqnms τίς@rqans αἴρω@vsaa3s 
Mar 15:25  εἰμί@viia3s δέ@cc ὥρα@nnfsc τρίτος@aonfsn καί@cc σταυρόω@viaa3p αὐτός@rpams 
Mar 15:26  καί@cc εἰμί@viia3s ὁ@dnfs ἐπιγραφή@nnfsc ὁ@dgfs αἰτία@ngfsc αὐτός@rpgms ἐπιγράφω@vpxpnfs ὁ@dnms βασιλεύς@nnmsc ὁ@dgmp Ἰουδαῖος@angmpn 
Mar 15:27  καί@cc σύν@pd αὐτός@rpdms σταυρόω@vipa3p δύο@acampn λῃστής@nampc εἷς@acamsn ἐκ@pg δεξιός@angnpn καί@cc εἷς@acamsn ἐκ@pg εὐώνυμος@angnpn αὐτός@rpgms 
Mar 15:28  
Mar 15:29  καί@cc ὁ@dnmp παραπορεύομαι@vppmnmp βλασφημέω@viia3p αὐτός@rpams κινέω@vppanmp ὁ@dafp κεφαλή@nafpc αὐτός@rpgmp καί@cc λέγω@vppanmp οὐά@i ὁ@dnms καταλύω@vppanms ὁ@dams ναός@namsc καί@cc οἰκοδομέω@vppanms ἐν@pd τρεῖς@acdfpn ἡμέρα@ndfpc 
